year,count,country,title
European Patent Office,2018.0,Conveyor plant for a plurality of parts to be treated and painted particularly of window frames and/or furniture.,1
European Patent Office,2018.0,Systeme d'evaluation du potentiel cultural d'un sol agricole et procede d'estimation des flux nitriques et hydriques,1
European Patent Office,2018.0,Emulsions huile-dans-eau dont la phase grasse est sous forme d'un mélange de gouttes de différentes tailles,1
European Patent Office,2018.0,Highly automated system and method of using the same to measure monitor manage and control grazing environment and animals,1
European Patent Office,2018.0,Procédé de détermination de la réflectance d'un objet et dispositif associé,1
European Patent Office,2018.0,Module of ventilation and biological purification of internal and external air to an environment and relevant method,1
European Patent Office,2018.0,Tondeuse électrique à lames multiples,1
European Patent Office,2018.0,Dispositif mécanisé pour la plantation de végétaux,1
European Patent Office,2018.0,Vitrage lumineux pour batiment mobilier vehicule de transport en commun,1
European Patent Office,2018.0,A procedure for regulating an air flow in an air conditioning plant and a relative plant,1
European Patent Office,2018.0,Dispersions stables de gouttes comprenant un agent gelifiant,1
European Patent Office,2018.0,Dispositif d'ouverture et de fermeture de vantail et porte ou fenêtre comportant un tel dispositif,1
European Patent Office,2018.0,Procede et installation d'epandage de materiaux de litiere sur une aire d'elevage,1
European Patent Office,2018.0,Engin agricole ou de travaux publics pour le fauchage/broyage de végétaux pourvu d'organes mécaniques mobiles de type électrique,1
European Patent Office,2018.0,Système et procédé d'estimation du rendement d'une parcelle cultivée,1
European Patent Office,2018.0,Verfahren zur simulation und bestimmung einer effektiven bearbeitungsweise von landwirtschaftlichen flächen,1
European Patent Office,2018.0,Procédé de préparation d'un composé vinylphénolique à partir d'un acide hydroxycinnamique précurseur issu d'un tourteau d'oléagineux,1
European Patent Office,2018.0,Complexe protéomélanique bioassimilable préparation et utilisations,1
European Patent Office,2018.0,Device for controlling vibrations on an agricultural machine such as a mulching machine,1
European Patent Office,2018.0,Imagerie d'un objet végétal macroscopique,1
European Patent Office,2018.0,Nouveau solvant d'extraction et/ou de solubilisation organique procédé d'extraction mettant en oeuvre ledit solvant et extraits issus dudit procédé,1
European Patent Office,2018.0,Method computer program and multifunctional modular and mobile mixing and packaging plant,1
European Patent Office,2018.0,Dispositif de fourniture de gaz,1
European Patent Office,2018.0,Procede d'enrichissement en pongamol d'huile de karanja,1
European Patent Office,2018.0,An article of footwear,1
European Patent Office,2018.0,Ensemble de rétention temporaire d'eau,1
European Patent Office,2018.0,Intelligent thermal validation & monitoring system with asset management and self diagnosis capabilities,1
European Patent Office,2018.0,Système de protection de plants de végétaux,1
European Patent Office,2018.0,Unité de pulvérisation module de pulvérisation compact comprenant une telle unité et système de pulvérisation et de pilotage comprenant une pluralité de tels modules,1
European Patent Office,2018.0,Stéréo-isomère de la bromadiolone composition et appât rodonticide le comprenant et procédé de lutte contre des rongeurs cibles nuisibles,1
European Patent Office,2018.0,Ensemble de remplacement d'une valve cardiaque comprenant un catheter de delivrance avec ou sans introducteur,1
European Patent Office,2018.0,Suiveur solaire à couplage cinématique,1
European Patent Office,2018.0,Installation et procédé de traitement séquentiel de déchets contenant des matières organiques en vue de leur valorisation énergétique,1
European Patent Office,2018.0,Module de pulvérisation compact système de pulvérisation et de pilotage d'une pluralité de tels modules et procédé de pilotage des modules d'un tel système,1
European Patent Office,2018.0,Detector for optically detecting at least one object,1
European Patent Office,2018.0,Procédé d'estimation du mouvement d'un piéton,1
European Patent Office,2018.0,Satellite à propulsion laser par ablation,1
European Patent Office,2018.0,Method of creating a virtual game environment and interactive game system employing the method,1
European Patent Office,2018.0,Procédé de suivi de navigation d'un porteur mobile avec un filtre de kalman étendu,1
European Patent Office,2018.0,Buse pour le coupage laser avec un element mobile interne et un manchon a faible permittivite relative ; procede de coupage par faisceau laser d'une piece metallique utilisant une telle buse,1
European Patent Office,2019.0,Detector for optically detecting at least one object,3
European Patent Office,2019.0,Bekämpfung von schadorganismen,1
European Patent Office,2019.0,Plant growth control system and method,1
European Patent Office,2019.0,Verfahren zum ausbringen einer spritzflüssigkeit,1
European Patent Office,2019.0,Autonomous mobile robots for movable production systems,1
European Patent Office,2019.0,Modular farm control and monitoring system,1
European Patent Office,2019.0,Object state detection and transmission system,1
European Patent Office,2019.0,Produit retardateur de flamme procede de fabrication d'un tel produit et dispositif d'extinction comportant un tel produit,1
European Patent Office,2019.0,A plant for controlling delivery of pressurized fluid in a conduit and a method of controlling a prime mover,1
European Patent Office,2019.0,Microorganisme génétiquement optimisé pour la production de molécules d'intérêt,1
European Patent Office,2019.0,Method for automatically redistributing plants throughout an agricultural facility,1
European Patent Office,2019.0,Surface acoustic wave rfid sensor for chemical detection and (bio)molecular diagnostics,1
European Patent Office,2019.0,Utilisation d'un mélange d'esters d'acides gras à titre de cire pour bougie solide,1
European Patent Office,2019.0,Procédé de fabrication de composant de chaussure sur mesure,1
European Patent Office,2019.0,Continuous dyeing plant for warp threads comprising an oxidation apparatus having variable and recoverable capacity,1
European Patent Office,2019.0,Landwirtschaftliche arbeitsvorrichtung,1
European Patent Office,2019.0,Mower with a safety system,1
European Patent Office,2019.0,Nagel verwendung eines nagels und verfahren zum einbringen von gegenständen in einen körper,1
European Patent Office,2019.0,Procede et systeme pour la gestion d'une parcelle agricole,1
European Patent Office,2019.0,Landwirtschaftliche verteilmaschine und verfahren zum ausbringen von flüssigen wirkstoffen,1
European Patent Office,2019.0,Food products packaging automatic plant,1
European Patent Office,2019.0,Tonne équipée d'un dispositif de détermination de la concentration d'un composé chimique d'un effluent d'élevage contenu dans la tonne et procédé correspondant,1
European Patent Office,2019.0,Drone d'activites industrielles,1
European Patent Office,2019.0,Dispositif de stimulation de la pompe veineuse plantaire,1
European Patent Office,2019.0,Concentre comprenant un mel et un ester d'acide gras et de polyethylene glycol de hlb superieur ou egal a 12,1
European Patent Office,2019.0,Tying machine method and tie string for tying shoots of plants such as grapevines vegetable plants and climbing plants,1
European Patent Office,2019.0,Procédé pour améliorer à court terme l'état d'hydratation de l'épiderme de la peau humaine; nouvelles compositions hydratantes,1
European Patent Office,2019.0,Building module of a vertical garden a wall or a fence,1
European Patent Office,2019.0,Ensemble de remplacement d'une valve cardiaque ou d'un ensemble d'angioplastie coronaire,1
European Patent Office,2019.0,Systeme comportant un poste de commande et un dispositif commandé a securite de fonctionnement ameliorée,1
European Patent Office,2019.0,Method of handling and routing of products in a plant for production of said products and plant,1
European Patent Office,2019.0,Procédé de mesure de la performance d'une centrale à énergie renouvelable procédé de détection d'une anomalie de fonctionnement d'une centrale a énergie renouvelable et dispositif mettant en oeuvre lesdits procédés,1
European Patent Office,2019.0,Procédé pour déterminer la quantité d'un apport contenu dans une ration alimentaire consommée par un ruminant programme mémoire et dispositif correspondant,1
European Patent Office,2019.0,Systeme d'alerte d'exposition a un produit phytosanitaire present sur un terrain cultive procedes et dispositifs en lien avec ce systeme,1
European Patent Office,2019.0,Betriebsgerät mit gestaffeltem uberspannungs- und überstromschutz und antenne für die ansteuerung von intelligenten leuchtmitteln und geräten,1
